"","community_name","community_id","district","plate","price","age","lat","lng","building_count","house_count","url"
"3204","康健路55弄",5011000006042,"徐汇","康健",74548,32,31.1718824,121.4365997,7,96,"http://sh.lianjia.com/xiaoqu/5011000006042.html"
"3205","永嘉路485弄",5011000010074,"徐汇","建国西路",127701,31,31.21265072,121.4601639,28,24,"http://sh.lianjia.com/xiaoqu/5011000010074.html"
"3206","龙吴路9弄",5011000006246,"徐汇","万体馆",76451,20,31.18010624,121.4508932,13,179,"http://sh.lianjia.com/xiaoqu/5011000006246.html"
"3207","淮海中路1412弄",5011000010286,"徐汇","衡山路",129641,21,31.217532,121.454487,35,160,"http://sh.lianjia.com/xiaoqu/5011000010286.html"
"3208","俞三小区",5011000015831,"徐汇","龙华",59228,22,31.174591,121.455335,40,684,"http://sh.lianjia.com/xiaoqu/5011000015831.html"
"3209","海螺花园",5011000015530,"徐汇","徐家汇",75743,16,31.197559,121.453517,7,354,"http://sh.lianjia.com/xiaoqu/5011000015530.html"
"3210","临江豪园",5011000016194,"徐汇","龙华",93035,9,31.189467,121.459503,12,496,"http://sh.lianjia.com/xiaoqu/5011000016194.html"
"3211","宛南一村",5011000013706,"徐汇","龙华",67801,37,31.19002544,121.4574441,33,666,"http://sh.lianjia.com/xiaoqu/5011000013706.html"
"3212","锦汇苑",5011000016195,"徐汇","徐家汇",98295,19,31.194173,121.440472,3,342,"http://sh.lianjia.com/xiaoqu/5011000016195.html"
"3213","金星苑",5011000016071,"徐汇","斜土路",97788,17,31.201765,121.463435,14,339,"http://sh.lianjia.com/xiaoqu/5011000016071.html"
"3214","鼎新大楼（公寓）",5011000016803,"徐汇","建国西路",70081,19,31.209468,121.466969,2,96,"http://sh.lianjia.com/xiaoqu/5011000016803.html"
"3215","华容小区",5011000016578,"徐汇","龙华",70574,16,31.18629161,121.4562558,11,314,"http://sh.lianjia.com/xiaoqu/5011000016578.html"
"3216","紫藤苑",5011000016805,"徐汇","康健",87360,15,31.156127,121.418446,13,276,"http://sh.lianjia.com/xiaoqu/5011000016805.html"
"3217","千鹤小区",5011000013845,"徐汇","田林",69369,116,31.184121,121.426369,6,501,"http://sh.lianjia.com/xiaoqu/5011000013845.html"
"3218","嘉瑞花苑",5011000016492,"徐汇","斜土路",87794,15,31.208694,121.469237,5,373,"http://sh.lianjia.com/xiaoqu/5011000016492.html"
"3219","徐汇御苑",5011000016216,"徐汇","徐家汇",90473,9,31.198969,121.460693,4,633,"http://sh.lianjia.com/xiaoqu/5011000016216.html"
"3220","新路小区",5011000016741,"徐汇","徐家汇",89740,23,31.196194,121.438973,7,96,"http://sh.lianjia.com/xiaoqu/5011000016741.html"
"3221","尊园",5011000018128,"徐汇","徐家汇",105097,12,31.19762,121.446306,4,401,"http://sh.lianjia.com/xiaoqu/5011000018128.html"
"3222","银亿徐汇酩悦",5011000012100,"徐汇","斜土路",61640,3,31.204052,121.466033,3,119,"http://sh.lianjia.com/xiaoqu/5011000012100.html"
"3223","梅陇八村",5011000012248,"徐汇","华东理工",61799,20,31.1430309,121.4313256,24,900,"http://sh.lianjia.com/xiaoqu/5011000012248.html"
"3224","寿山坊",5011000012322,"徐汇","康健",60891,26,31.159392,121.42851,49,893,"http://sh.lianjia.com/xiaoqu/5011000012322.html"
"3225","挹翠苑",5011000013467,"徐汇","植物园",72205,16,31.160383,121.45171,72,822,"http://sh.lianjia.com/xiaoqu/5011000013467.html"
"3226","中山新村",5011000015705,"徐汇","斜土路",77448,28,31.20476008,121.4615939,36,857,"http://sh.lianjia.com/xiaoqu/5011000015705.html"
"3227","东安四村",5011000015826,"徐汇","徐家汇",80818,20,31.1928077,121.4572776,49,1059,"http://sh.lianjia.com/xiaoqu/5011000015826.html"
"3228","美乐小区",5011000015829,"徐汇","田林",77153,21,31.176542,121.43173,11,156,"http://sh.lianjia.com/xiaoqu/5011000015829.html"
"3229","名仕苑",5011000016504,"徐汇","徐家汇",99456,12,31.202334,121.441111,4,458,"http://sh.lianjia.com/xiaoqu/5011000016504.html"
"3230","金色港湾",5011000016771,"徐汇","斜土路",81555,13,31.205121,121.46745,19,674,"http://sh.lianjia.com/xiaoqu/5011000016771.html"
"3231","建西小区",5011000016754,"徐汇","建国西路",119972,28,31.211566,121.462804,14,313,"http://sh.lianjia.com/xiaoqu/5011000016754.html"
"3232","长海坊",5011000016686,"徐汇","康健",76592,24,31.163572,121.425284,54,870,"http://sh.lianjia.com/xiaoqu/5011000016686.html"
"3233","龙南六村",5011000014285,"徐汇","龙华",59729,19,31.16161238,121.4576584,65,896,"http://sh.lianjia.com/xiaoqu/5011000014285.html"
"3234","龙华茶花园",5011000015859,"徐汇","龙华",78701,19,31.1749003,121.4601905,28,284,"http://sh.lianjia.com/xiaoqu/5011000015859.html"
"3235","阳光名邸",5011000016074,"徐汇","徐家汇",82397,15,31.2005,121.429064,7,262,"http://sh.lianjia.com/xiaoqu/5011000016074.html"
"3236","宏伟阁",5011000016078,"徐汇","万体馆",70284,18,31.178056,121.447703,2,90,"http://sh.lianjia.com/xiaoqu/5011000016078.html"
"3237","兴南花园",5011000016870,"徐汇","斜土路",72778,21,31.208108,121.465093,3,288,"http://sh.lianjia.com/xiaoqu/5011000016870.html"
"3238","乌中小区",5011000017972,"徐汇","衡山路",92413,25,31.218452,121.453331,11,625,"http://sh.lianjia.com/xiaoqu/5011000017972.html"
"3239","钦州路111弄",5011000017131,"徐汇","康健",78328,9,31.16882975,121.4369783,21,511,"http://sh.lianjia.com/xiaoqu/5011000017131.html"
"3240","明华苑",5011000017178,"徐汇","徐家汇",91743,14,31.195429,121.438098,7,227,"http://sh.lianjia.com/xiaoqu/5011000017178.html"
"3241","斜土路1899弄",5011000008558,"徐汇","徐家汇",68296,21,31.201189,121.459614,4,55,"http://sh.lianjia.com/xiaoqu/5011000008558.html"
"3242","兴国路271弄",5011000008574,"徐汇","衡山路",108731,28,31.21130478,121.444087,5,94,"http://sh.lianjia.com/xiaoqu/5011000008574.html"
"3243","华鼎广场",5011000016319,"徐汇","田林",74313,13,31.18608785,121.4385783,4,505,"http://sh.lianjia.com/xiaoqu/5011000016319.html"
"3244","宜仕怡家",5011000017068,"徐汇","万体馆",84063,14,31.182545,121.446695,14,461,"http://sh.lianjia.com/xiaoqu/5011000017068.html"
"3245","徐汇长春苑",5011000014558,"徐汇","田林",84625,8,31.187232,121.427569,7,412,"http://sh.lianjia.com/xiaoqu/5011000014558.html"
"3246","漕溪二村",5011000015251,"徐汇","万体馆",71590,22,31.17775935,121.4439349,37,740,"http://sh.lianjia.com/xiaoqu/5011000015251.html"
"3247","合丰大楼",5011000004333,"徐汇","斜土路",86650,26,31.204887,121.468561,2,198,"http://sh.lianjia.com/xiaoqu/5011000004333.html"
"3248","上海中学住宅区",5011000004865,"徐汇","上海南站",85971,116,31.14461344,121.4448746,12,142,"http://sh.lianjia.com/xiaoqu/5011000004865.html"
"3249","市民村",5011000001566,"徐汇","徐家汇",85309,46,31.202707,121.437272,3,100,"http://sh.lianjia.com/xiaoqu/5011000001566.html"
"3250","梅苑",5011000004822,"徐汇","华东理工",60332,22,31.14537899,121.4226033,25,528,"http://sh.lianjia.com/xiaoqu/5011000004822.html"
"3251","新路大楼",5011000012799,"徐汇","斜土路",75181,20,31.20714378,121.4680973,2,98,"http://sh.lianjia.com/xiaoqu/5011000012799.html"
"3252","亦园",5011000017077,"徐汇","衡山路",89585,17,31.220974,121.451052,4,113,"http://sh.lianjia.com/xiaoqu/5011000017077.html"
"3253","高欣公寓",5011000018255,"徐汇","衡山路",84883,14,31.206831,121.4567,2,111,"http://sh.lianjia.com/xiaoqu/5011000018255.html"
"3254","文定天下苑",5011000017938,"徐汇","徐家汇",117383,14,31.190613,121.437037,9,270,"http://sh.lianjia.com/xiaoqu/5011000017938.html"
"3255","怡桂苑",5011000016338,"徐汇","田林",73183,16,31.18181114,121.4227462,7,430,"http://sh.lianjia.com/xiaoqu/5011000016338.html"
"3256","淮海鑫城苑",5011000016069,"徐汇","徐家汇",81492,15,31.203615,121.431243,14,320,"http://sh.lianjia.com/xiaoqu/5011000016069.html"
"3257","海斯大厦",5011000016242,"徐汇","徐家汇",99259,20,31.208245,121.442628,3,176,"http://sh.lianjia.com/xiaoqu/5011000016242.html"
"3258","长陇苑",5011000016223,"徐汇","华东理工",58818,21,31.14243913,121.4362824,23,397,"http://sh.lianjia.com/xiaoqu/5011000016223.html"
"3259","康平路95号",5011000007150,"徐汇","衡山路",134114,27,31.20944396,121.4488602,4,108,"http://sh.lianjia.com/xiaoqu/5011000007150.html"
"3260","吴兴大楼",5011000016801,"徐汇","衡山路",107532,23,31.207703,121.450624,5,275,"http://sh.lianjia.com/xiaoqu/5011000016801.html"
"3261","日晖新城",5011000016735,"徐汇","斜土路",84921,13,31.201873,121.472329,6,584,"http://sh.lianjia.com/xiaoqu/5011000016735.html"
"3262","田林四村",5011000012666,"徐汇","田林",65290,31,31.176926,121.429482,11,261,"http://sh.lianjia.com/xiaoqu/5011000012666.html"
"3263","番禺大楼",5011000010179,"徐汇","徐家汇",75131,18,31.202079,121.434078,2,135,"http://sh.lianjia.com/xiaoqu/5011000010179.html"
"3264","花苑村桂花园",5011000014408,"徐汇","康健",61328,22,31.15412,121.422844,54,728,"http://sh.lianjia.com/xiaoqu/5011000014408.html"
"3265","凯托大厦",5011000017332,"徐汇","田林",66160,11,31.189396,121.431327,3,214,"http://sh.lianjia.com/xiaoqu/5011000017332.html"
"3266","武康路280弄（公房）",5011000003310,"徐汇","衡山路",110531,31,31.21333813,121.4445327,15,244,"http://sh.lianjia.com/xiaoqu/5011000003310.html"
"3267","零陵路350弄",5011000008464,"徐汇","徐家汇",84074,33,31.19750465,121.463041,9,194,"http://sh.lianjia.com/xiaoqu/5011000008464.html"
"3268","金龙花苑牡丹园",5011000003645,"徐汇","龙华",74668,22,31.17343169,121.4615542,47,531,"http://sh.lianjia.com/xiaoqu/5011000003645.html"
"3269","宛平南路493弄",5011000008722,"徐汇","徐家汇",75768,22,31.195658,121.4550325,4,36,"http://sh.lianjia.com/xiaoqu/5011000008722.html"
"3270","零陵路289弄",5011000008718,"徐汇","斜土路",82187,36,31.19857797,121.465088,25,475,"http://sh.lianjia.com/xiaoqu/5011000008718.html"
"3271","平江路273弄",5011000005689,"徐汇","徐家汇",97771,67,31.20535482,121.4588245,8,29,"http://sh.lianjia.com/xiaoqu/5011000005689.html"
"3272","科乐苑",5011000015883,"徐汇","徐家汇",80359,18,31.200017,121.457626,9,249,"http://sh.lianjia.com/xiaoqu/5011000015883.html"
"3273","田林十村",5011000013730,"徐汇","田林",61962,31,31.181327,121.428278,37,481,"http://sh.lianjia.com/xiaoqu/5011000013730.html"
"3274","上影广场（徐汇）",5011000016400,"徐汇","徐家汇",65604,19,31.190288,121.44573,2,212,"http://sh.lianjia.com/xiaoqu/5011000016400.html"
"3275","武康路6弄",5011000008703,"徐汇","衡山路",107759,33,31.21938231,121.4463365,5,35,"http://sh.lianjia.com/xiaoqu/5011000008703.html"
"3276","宛平南路240弄",5011000007559,"徐汇","徐家汇",74157,22,31.200065,121.452235,10,112,"http://sh.lianjia.com/xiaoqu/5011000007559.html"
"3277","罗秀家园",5011000020026,"徐汇","华东理工",69895,14,31.13819486,121.4384426,12,126,"http://sh.lianjia.com/xiaoqu/5011000020026.html"
"3278","永康路38弄",5011000007685,"徐汇","建国西路",97361,1,31.21727807,121.4645028,15,85,"http://sh.lianjia.com/xiaoqu/5011000007685.html"
"3279","衡山路700号",5011000009557,"徐汇","徐家汇",195652,82,31.20505498,121.4483365,2,8,"http://sh.lianjia.com/xiaoqu/5011000009557.html"
"3280","康馨家园",5011000017460,"徐汇","康健",82233,14,31.165338,121.433029,7,207,"http://sh.lianjia.com/xiaoqu/5011000017460.html"
"3281","秀山路15弄",5011000007555,"徐汇","徐家汇",87006,26,31.20138055,121.4361536,14,361,"http://sh.lianjia.com/xiaoqu/5011000007555.html"
"3282","柿子湾路6号",5011000007538,"徐汇","徐家汇",89151,116,31.19429899,121.4351797,2,15,"http://sh.lianjia.com/xiaoqu/5011000007538.html"
"3283","襄阳南路444弄",5011000010517,"徐汇","建国西路",103327,16,31.21260324,121.4644141,72,57,"http://sh.lianjia.com/xiaoqu/5011000010517.html"
"3284","复兴中路1321弄",5011000007671,"徐汇","建国西路",138529,19,31.21780616,121.4601444,3,20,"http://sh.lianjia.com/xiaoqu/5011000007671.html"
"3285","紫汇苑",5011000013436,"徐汇","斜土路",76930,13,31.200664,121.474895,2,100,"http://sh.lianjia.com/xiaoqu/5011000013436.html"
"3286","汇成桂苑",5011000014283,"徐汇","斜土路",91787,17,31.206242,121.464415,34,388,"http://sh.lianjia.com/xiaoqu/5011000014283.html"
"3287","襄阳南路311号",509821540057750,"徐汇","建国西路",166666,116,31.215166131849,121.46446375584,2,3,"http://sh.lianjia.com/xiaoqu/509821540057750.html"
"3288","广元路152号",5011000011687,"徐汇","徐家汇",102810,68,31.20558091,121.4462735,2,14,"http://sh.lianjia.com/xiaoqu/5011000011687.html"
"3289","锦蝶苑",5011000015667,"徐汇","徐家汇",75246,17,31.199021,121.457699,7,222,"http://sh.lianjia.com/xiaoqu/5011000015667.html"
"3290","炎虹路71弄",509821540057914,"徐汇","斜土路",83333,116,31.208508154175,121.47183992923,3,21,"http://sh.lianjia.com/xiaoqu/509821540057914.html"
"3291","襄阳南路578号",5011000010733,"徐汇","建国西路",191666,24,31.2091985,121.4648535,6,5,"http://sh.lianjia.com/xiaoqu/5011000010733.html"
"3292","长峰小区",5011000015597,"徐汇","徐汇滨江",61692,17,31.158372,121.461727,29,368,"http://sh.lianjia.com/xiaoqu/5011000015597.html"
"3293","国煌田林亲家",5011000013506,"徐汇","田林",78767,15,31.179182,121.431869,3,56,"http://sh.lianjia.com/xiaoqu/5011000013506.html"
"3294","爱乐大厦",5011000017589,"徐汇","徐家汇",61586,22,31.1944823,121.4527813,2,205,"http://sh.lianjia.com/xiaoqu/5011000017589.html"
"3295","钦州南路300弄",5011000008498,"徐汇","康健",66795,22,31.16617761,121.430866,15,328,"http://sh.lianjia.com/xiaoqu/5011000008498.html"
"3296","东安路180弄",5011000007528,"徐汇","徐家汇",80303,33,31.20035792,121.4589549,9,108,"http://sh.lianjia.com/xiaoqu/5011000007528.html"
"3297","康健路77弄",5011000007749,"徐汇","康健",76271,32,31.17190652,121.4351214,28,394,"http://sh.lianjia.com/xiaoqu/5011000007749.html"
"3298","徐虹北路28弄",5011000008122,"徐汇","徐家汇",93962,25,31.19699073,121.4349147,7,144,"http://sh.lianjia.com/xiaoqu/5011000008122.html"
"3299","诸家宅小区",5011000010672,"徐汇","龙华",75187,26,31.176808,121.449846,13,258,"http://sh.lianjia.com/xiaoqu/5011000010672.html"
"3300","欣园新邨",5011000010971,"徐汇","康健",65483,22,31.163576,121.414464,47,534,"http://sh.lianjia.com/xiaoqu/5011000010971.html"
"3301","明佳公寓",5011000013378,"徐汇","田林",60264,19,31.184429,121.421808,2,195,"http://sh.lianjia.com/xiaoqu/5011000013378.html"
"3302","龙安小区",5011000012156,"徐汇","龙华",85828,22,31.19109875,121.4616516,9,132,"http://sh.lianjia.com/xiaoqu/5011000012156.html"
"3303","宏汇大厦",5011000016849,"徐汇","徐家汇",66555,15,31.193282,121.442818,2,60,"http://sh.lianjia.com/xiaoqu/5011000016849.html"
"3304","颐峰苑",5011000015234,"徐汇","徐家汇",95366,11,31.19488,121.43788,4,143,"http://sh.lianjia.com/xiaoqu/5011000015234.html"
"3305","平成阁公寓",5011000015248,"徐汇","田林",51214,21,31.17909185,121.4299331,2,36,"http://sh.lianjia.com/xiaoqu/5011000015248.html"
"3306","旭辉朗香郡",5011000012517,"徐汇","华泾",74165,5,31.122628,121.466715,14,152,"http://sh.lianjia.com/xiaoqu/5011000012517.html"
"3307","东湖公寓",5011000015902,"徐汇","衡山路",100184,17,31.22403,121.460632,2,59,"http://sh.lianjia.com/xiaoqu/5011000015902.html"
"3308","东方时空公寓",5011000015910,"徐汇","徐家汇",101392,13,31.199285,121.433871,3,268,"http://sh.lianjia.com/xiaoqu/5011000015910.html"
"3309","房地人才公寓",5011000013924,"徐汇","衡山路",104325,30,31.21804697,121.4605939,7,73,"http://sh.lianjia.com/xiaoqu/5011000013924.html"
"3310","德昌路20弄",5011000002829,"徐汇","徐家汇",127316,29,31.20698323,121.4479073,4,52,"http://sh.lianjia.com/xiaoqu/5011000002829.html"
"3311","吴兴路21弄",5011000005831,"徐汇","衡山路",114716,41,31.21226961,121.4484508,4,55,"http://sh.lianjia.com/xiaoqu/5011000005831.html"
"3312","宜山路177号",5011000007725,"徐汇","徐家汇",103982,30,31.19692038,121.4373336,2,24,"http://sh.lianjia.com/xiaoqu/5011000007725.html"
"3313","文定路85号",5011000007103,"徐汇","徐家汇",118421,34,31.194218,121.439851,2,23,"http://sh.lianjia.com/xiaoqu/5011000007103.html"
"3314","岳阳路79弄",5011000010496,"徐汇","建国西路",159780,33,31.21324269,121.4586698,31,81,"http://sh.lianjia.com/xiaoqu/5011000010496.html"
"3315","嘉川公寓",5011000019181,"徐汇","华东理工",63291,10,31.14552593,121.4364598,3,75,"http://sh.lianjia.com/xiaoqu/5011000019181.html"
"3316","太原路283号",5010269805261004,"徐汇","建国西路",153243,116,31.209679,121.462408,3,3,"http://sh.lianjia.com/xiaoqu/5010269805261004.html"
"3317","中瑞公寓",5011000010635,"徐汇","田林",81118,5,31.192784,121.427381,5,175,"http://sh.lianjia.com/xiaoqu/5011000010635.html"
"3318","康健路363弄",5011000018962,"徐汇","康健",67973,24,31.17103388,121.4262354,6,114,"http://sh.lianjia.com/xiaoqu/5011000018962.html"
"3319","衡山路259号",5011000012602,"徐汇","衡山路",116801,67,31.21010656,121.4524007,2,5,"http://sh.lianjia.com/xiaoqu/5011000012602.html"
"3320","东安大楼（徐汇）",5011000012618,"徐汇","徐家汇",70118,20,31.19676,121.461337,9,232,"http://sh.lianjia.com/xiaoqu/5011000012618.html"
"3321","明辉苑",5011000018248,"徐汇","徐家汇",90826,14,31.19445,121.434082,9,315,"http://sh.lianjia.com/xiaoqu/5011000018248.html"
"3322","明安馨苑",5011000014273,"徐汇","万体馆",89609,11,31.182321,121.447667,11,119,"http://sh.lianjia.com/xiaoqu/5011000014273.html"
"3323","宾阳路15号",5011000001048,"徐汇","龙华",67249,29,31.17029982,121.4446084,2,21,"http://sh.lianjia.com/xiaoqu/5011000001048.html"
"3324","云锦东方（公寓）",5011000001316,"徐汇","龙华",128620,2,31.172187,121.46378,8,177,"http://sh.lianjia.com/xiaoqu/5011000001316.html"
"3325","长桥七村",5011000001400,"徐汇","长桥",69897,24,31.13809361,121.4430603,29,504,"http://sh.lianjia.com/xiaoqu/5011000001400.html"
"3326","徐汇世家花园",5011000001623,"徐汇","田林",84317,2,31.18775,121.425363,12,1418,"http://sh.lianjia.com/xiaoqu/5011000001623.html"
"3327","茂龄别墅（公房）",5011000001929,"徐汇","衡山路",115384,35,31.20757878,121.4541863,5,72,"http://sh.lianjia.com/xiaoqu/5011000001929.html"
"3328","永康路141弄",5011000002910,"徐汇","建国西路",113129,16,31.21643713,121.462942,19,127,"http://sh.lianjia.com/xiaoqu/5011000002910.html"
"3329","中信君廷",5011000002872,"徐汇","龙华",120015,116,31.18647,121.460462,13,431,"http://sh.lianjia.com/xiaoqu/5011000002872.html"
"3330","臻园（别墅）（徐汇）",5011000002875,"徐汇","华泾",72059,9,31.133336,121.453257,164,163,"http://sh.lianjia.com/xiaoqu/5011000002875.html"
"3331","日晖五村",5011000003576,"徐汇","斜土路",75853,28,31.20453408,121.47377,20,437,"http://sh.lianjia.com/xiaoqu/5011000003576.html"
"3332","茶陵路400弄",5011000003911,"徐汇","斜土路",90070,30,31.20275,121.469722,7,95,"http://sh.lianjia.com/xiaoqu/5011000003911.html"
"3333","大木桥路329号",5011000004121,"徐汇","斜土路",76639,31,31.20286617,121.4689167,2,30,"http://sh.lianjia.com/xiaoqu/5011000004121.html"
"3334","金龙花苑梅花园",5011000004425,"徐汇","龙华",77979,16,31.174157,121.460339,18,194,"http://sh.lianjia.com/xiaoqu/5011000004425.html"
"3335","武康路232号",5011000004426,"徐汇","衡山路",128571,116,31.2145182,121.4466484,2,4,"http://sh.lianjia.com/xiaoqu/5011000004426.html"
"3336","小木桥路320号",5011000005245,"徐汇","斜土路",91166,31,31.20223097,121.4653988,2,30,"http://sh.lianjia.com/xiaoqu/5011000005245.html"
"3337","党校居民小区",5011000004832,"徐汇","康健",71731,19,31.16351511,121.4199058,21,304,"http://sh.lianjia.com/xiaoqu/5011000004832.html"
"3338","虹桥路772弄",5011000005235,"徐汇","徐家汇",100944,18,31.201018,121.431138,4,89,"http://sh.lianjia.com/xiaoqu/5011000005235.html"
"3339","鑫国家园",5011000017746,"徐汇","徐家汇",79060,15,31.192455,121.446032,9,262,"http://sh.lianjia.com/xiaoqu/5011000017746.html"
"3340","铁路职工小区",5011000017864,"徐汇","徐家汇",90090,28,31.197286,121.431031,7,111,"http://sh.lianjia.com/xiaoqu/5011000017864.html"
"3341","平华大厦",5011000017937,"徐汇","斜土路",89667,22,31.207441,121.463189,2,189,"http://sh.lianjia.com/xiaoqu/5011000017937.html"
"3342","天合雅园",5011000009435,"徐汇","斜土路",33368,11,31.202877,121.472119,6,286,"http://sh.lianjia.com/xiaoqu/5011000009435.html"
"3343","康平路203弄",5011000009575,"徐汇","徐家汇",103718,56,31.20714429,121.4449705,31,39,"http://sh.lianjia.com/xiaoqu/5011000009575.html"
"3344","上方花园",5011000018037,"徐汇","衡山路",106107,20,31.21899861,121.4577232,77,190,"http://sh.lianjia.com/xiaoqu/5011000018037.html"
"3345","金环大厦",5011000017927,"徐汇","建国西路",72583,19,31.210377,121.464912,2,83,"http://sh.lianjia.com/xiaoqu/5011000017927.html"
"3346","中山苑",5011000017928,"徐汇","龙华",65323,22,31.187914,121.452764,15,180,"http://sh.lianjia.com/xiaoqu/5011000017928.html"
"3347","罗香苑",5011000013086,"徐汇","长桥",78953,14,31.14065676,121.4421576,12,176,"http://sh.lianjia.com/xiaoqu/5011000013086.html"
"3348","龙华新村",5011000009254,"徐汇","龙华",62764,18,31.184117,121.452041,13,348,"http://sh.lianjia.com/xiaoqu/5011000009254.html"
"3349","徐汇嘉馨公寓",5011000017392,"徐汇","斜土路",85272,12,31.207002,121.4661,2,150,"http://sh.lianjia.com/xiaoqu/5011000017392.html"
"3350","丁家弄小区",5011000014915,"徐汇","建国西路",100477,35,31.218232,121.461827,5,91,"http://sh.lianjia.com/xiaoqu/5011000014915.html"
"3351","叠加苑",5011000017877,"徐汇","徐汇滨江",69973,15,31.1591248,121.4593541,16,278,"http://sh.lianjia.com/xiaoqu/5011000017877.html"
"3352","海波金桂苑",5011000009273,"徐汇","上海南站",59494,12,31.15281444,121.443857,9,78,"http://sh.lianjia.com/xiaoqu/5011000009273.html"
"3353","天和苑",5011000017387,"徐汇","徐家汇",95250,13,31.195862,121.448734,2,80,"http://sh.lianjia.com/xiaoqu/5011000017387.html"
"3354","万科华尔兹",5011000017381,"徐汇","田林",84778,15,31.175581,121.434452,48,780,"http://sh.lianjia.com/xiaoqu/5011000017381.html"
"3355","吉象小区",5011000009595,"徐汇","龙华",71273,16,31.1890275,121.458694,7,102,"http://sh.lianjia.com/xiaoqu/5011000009595.html"
"3356","高安路18弄",5011000009764,"徐汇","衡山路",137254,27,31.2103631,121.4506827,27,49,"http://sh.lianjia.com/xiaoqu/5011000009764.html"
"3357","联业大厦",5011000015343,"徐汇","衡山路",63063,17,31.206375,121.456956,3,116,"http://sh.lianjia.com/xiaoqu/5011000015343.html"
"3358","三江路16号",5011000020099,"徐汇","龙华",67773,116,31.17464175,121.4445611,2,15,"http://sh.lianjia.com/xiaoqu/5011000020099.html"
"3359","清枫大楼",5011000015048,"徐汇","斜土路",92636,24,31.205538,121.462768,4,575,"http://sh.lianjia.com/xiaoqu/5011000015048.html"
"3360","徐汇新干线",5011000013733,"徐汇","华泾",64637,10,31.13392671,121.461935,67,1178,"http://sh.lianjia.com/xiaoqu/5011000013733.html"
"3361","金衡公寓",5011000015056,"徐汇","万体馆",82304,12,31.180344,121.44283,7,135,"http://sh.lianjia.com/xiaoqu/5011000015056.html"
"3362","恒地苑",5011000014534,"徐汇","龙华",87033,14,31.17356996,121.4552522,20,224,"http://sh.lianjia.com/xiaoqu/5011000014534.html"
"3363","鑫龙苑",5011000017226,"徐汇","龙华",68779,14,31.16542876,121.4552483,6,136,"http://sh.lianjia.com/xiaoqu/5011000017226.html"
"3364","乾骏园",5011000012773,"徐汇","龙华",69944,18,31.173208,121.445635,26,308,"http://sh.lianjia.com/xiaoqu/5011000012773.html"
"3365","中南新村",5011000008928,"徐汇","衡山路",102040,116,31.21352335,121.4490964,38,52,"http://sh.lianjia.com/xiaoqu/5011000008928.html"
"3366","龙水北路987号",5011000009215,"徐汇","龙华",71674,19,31.17776316,121.4555879,2,14,"http://sh.lianjia.com/xiaoqu/5011000009215.html"
"3367","徐汇御景苑",5011000017090,"徐汇","龙华",76985,12,31.172756,121.453116,14,399,"http://sh.lianjia.com/xiaoqu/5011000017090.html"
"3368","祥和公寓（徐汇）",5011000017092,"徐汇","斜土路",65114,20,31.207025,121.467309,14,196,"http://sh.lianjia.com/xiaoqu/5011000017092.html"
"3369","年平花苑",5011000008997,"徐汇","建国西路",102017,17,31.213789,121.465957,3,203,"http://sh.lianjia.com/xiaoqu/5011000008997.html"
"3370","汇益花园东区",5011000009355,"徐汇","衡山路",138328,23,31.21678178,121.4450017,8,2,"http://sh.lianjia.com/xiaoqu/5011000009355.html"
"3371","光启公寓",5011000017609,"徐汇","徐家汇",94921,19,31.195382,121.439823,2,96,"http://sh.lianjia.com/xiaoqu/5011000017609.html"
"3372","嘉善公寓",5011000017607,"徐汇","建国西路",95516,17,31.213951,121.466973,2,99,"http://sh.lianjia.com/xiaoqu/5011000017607.html"
"3373","石油公寓",5011000017641,"徐汇","徐家汇",78192,27,31.203625,121.439723,2,144,"http://sh.lianjia.com/xiaoqu/5011000017641.html"
"3374","高邮路5弄",5011000009930,"徐汇","衡山路",104311,18,31.21681822,121.4454175,64,142,"http://sh.lianjia.com/xiaoqu/5011000009930.html"
"3375","天平路43弄",5011000010102,"徐汇","徐家汇",128700,116,31.20942983,121.44435,8,22,"http://sh.lianjia.com/xiaoqu/5011000010102.html"
"3376","三航大厦",5011000011121,"徐汇","斜土路",82857,26,31.2026061,121.4643761,2,176,"http://sh.lianjia.com/xiaoqu/5011000011121.html"
"3377","宁村",5011000011072,"徐汇","徐家汇",92336,67,31.20546377,121.4459075,21,44,"http://sh.lianjia.com/xiaoqu/5011000011072.html"
"3378","华强公寓",5011000011969,"徐汇","衡山路",100151,24,31.209614,121.4523,2,226,"http://sh.lianjia.com/xiaoqu/5011000011969.html"
"3379","茂龄别墅（新里）",5011000011970,"徐汇","衡山路",128424,30,31.20702368,121.4544423,35,66,"http://sh.lianjia.com/xiaoqu/5011000011970.html"
"3380","东安小区",5011000016140,"徐汇","徐家汇",76593,29,31.196219,121.460927,15,295,"http://sh.lianjia.com/xiaoqu/5011000016140.html"
"3381","徐家汇景园",5011000016142,"徐汇","徐家汇",107499,13,31.195616,121.434495,12,310,"http://sh.lianjia.com/xiaoqu/5011000016142.html"
"3382","芳草苑（徐汇）",5011000016143,"徐汇","万体馆",73765,16,31.178679,121.450481,10,108,"http://sh.lianjia.com/xiaoqu/5011000016143.html"
"3383","华龙公寓（徐汇）",5011000015868,"徐汇","衡山路",101303,23,31.209766,121.452786,2,215,"http://sh.lianjia.com/xiaoqu/5011000015868.html"
