"","district","price","lat","lng"
"572","浦东",22930,30.91721071,121.8134941
"573","浦东",60555,31.193333,121.691668
"574","浦东",68493,31.16721475,121.5124126
"575","浦东",65759,31.2158392,121.5228465
"576","浦东",53694,31.26554095,121.5688388
"577","浦东",65291,31.215008,121.589313
"578","浦东",72982,31.189258,121.516771
"579","浦东",62195,31.21048293,121.5558187
"580","浦东",77804,31.249348,121.592212
"581","浦东",57070,31.17205923,121.5454187
"582","浦东",84917,31.230735,121.574481
"583","浦东",72871,31.22226537,121.5218271
"584","浦东",89099,31.237696,121.5567
"585","浦东",50347,31.14703772,121.5308502
"586","浦东",33437,31.05970239,121.7656771
"587","浦东",42488,31.37439043,121.5470855
"588","浦东",59592,31.18877628,121.5435368
"589","浦东",38138,31.194953,121.708268
"590","浦东",60540,31.19620003,121.5147549
"591","浦东",80257,31.236476,121.558361
"592","浦东",84399,31.245746,121.517648
"593","浦东",57561,31.270009,121.599263
"594","浦东",46849,31.29557497,121.5835952
"595","浦东",45638,31.12451858,121.5718209
"596","浦东",34352,31.17657992,121.7590249
"597","浦东",92058,31.181295,121.532112
"598","浦东",56732,31.258145,121.564397
"599","浦东",59018,31.2014736,121.5613608
"600","浦东",41590,31.24110157,121.6879474
"601","浦东",40320,31.32071725,121.6423974
"602","浦东",48309,31.176682,121.548687
"603","浦东",58282,31.1750089,121.4891005
"604","浦东",59372,31.227188,121.621269
"605","浦东",52929,31.14676374,121.5042995
"606","浦东",29784,31.04621004,121.7496169
"607","浦东",42226,31.26598951,121.6931072
"608","浦东",52176,31.17533207,121.537839
"609","浦东",71156,31.204907,121.522968
"610","浦东",63103,31.14736794,121.5064239
"611","浦东",52553,31.115486,121.583165
"612","浦东",29728,31.15200717,121.7567063
"613","浦东",42491,31.09723476,121.5919919
"614","浦东",68437,31.21620427,121.5276909
"615","浦东",48833,31.207611,121.543596
"616","浦东",69809,31.15689825,121.5038607
"617","浦东",43629,31.2927489,121.6324014
"618","浦东",34347,31.200894,121.671944
"619","浦东",108692,31.236296,121.548948
"620","浦东",22418,30.90485969,121.8180754
"621","浦东",66476,31.178892,121.511304
"622","浦东",62298,31.17679918,121.4914725
"623","浦东",60095,31.261757,121.594246
"624","浦东",19065,31.060654,121.788787
"625","浦东",71635,31.228589,121.539289
"626","浦东",36187,31.130199,121.574035
"627","浦东",59576,31.160244,121.577453
"628","浦东",41733,31.20653,121.699478
"629","浦东",85392,31.23180879,121.520745
"630","浦东",69299,31.20772,121.554538
"631","浦东",57797,31.125473,121.702606
"632","浦东",31385,31.060996,121.586846
"633","浦东",92000,31.24554615,121.5286735
"634","浦东",135826,31.224373,121.571472
"635","浦东",64518,31.154397,121.577416
"636","浦东",41604,31.24934665,121.692495
"637","浦东",34748,31.05368214,121.755863
"638","浦东",49783,31.205117,121.617031
"639","浦东",21385,30.90280426,121.8285831
"640","浦东",53300,31.24108,121.544802
"641","浦东",36738,31.11664828,121.7751909
"642","浦东",58481,31.16369696,121.5067293
"643","浦东",32649,31.18380413,121.7569912
"644","浦东",77322,31.217191,121.582721
"645","浦东",72763,31.15543512,121.5051277
"646","浦东",69214,31.134091,121.549543
"647","浦东",78251,31.164249,121.537001
"648","浦东",52074,31.053689,121.590424
"649","浦东",58280,31.190442,121.549245
"650","浦东",53518,31.15227635,121.5053726
"651","浦东",49653,31.20664858,121.6397432
"652","浦东",72250,31.241451,121.546081
"653","浦东",42452,31.06009248,121.7835372
"654","浦东",49617,31.28175705,121.6740043
"655","浦东",56250,31.146438,121.508073
"656","浦东",43785,31.211192,121.619816
"657","浦东",39371,31.25150388,121.6943127
"658","浦东",70116,31.312588,121.590267
"659","浦东",37224,31.201192,121.698458
"660","浦东",39025,31.14653864,121.6188619
"661","浦东",38070,31.20295798,121.68627
"662","浦东",46516,31.333863,121.597816
"663","浦东",58559,31.259314,121.597227
"664","浦东",36515,31.19812522,121.7003341
"665","浦东",48608,31.139127,121.580172
"666","浦东",35487,31.20943,121.708989
"667","浦东",19829,30.90388311,121.8322287
"668","浦东",31067,31.03126399,121.7529124
"669","浦东",51794,31.14856716,121.5043027
"670","浦东",56939,31.15116325,121.4987322
